1778696517.212	close]	538	68	21	345	104	346	98	126	0	404
1778696517.261		518	89	22	369	38	372	79	129	0	200
1778696517.309		583	102	46	390	45	394	84	312	0	200
1778696517.359	close]	575	74	24	413	64	414	98	126	0	404
1778696517.408		552	79	24	404	45	403	79	129	0	200
1778696517.457		513	67	20	374	52	376	84	312	0	200
1778696517.505	close]	464	74	23	335	32	337	98	126	0	404
1778696517.554		553	73	23	333	124	334	79	129	0	200
1778696517.603		471	75	23	343	30	344	84	312	0	200
1778696517.651	close]	421	71	22	281	47	283	98	126	0	404
1778696517.700		481	72	24	349	36	350	79	129	0	200
1778696517.748		482	77	24	332	49	334	84	312	0	200
1778696517.796	close]	632	98	25	460	49	462	98	126	0	404
1778696517.845		482	74	24	350	34	351	79	129	0	200
1778696517.893		652	104	28	450	70	451	84	312	0	200
1778696517.942	close]	481	71	22	345	43	347	98	126	0	404
1778696517.990		610	75	23	470	42	470	79	129	0	200
1778696518.038		500	67	21	368	44	368	84	312	0	200
1778696518.086	close]	541	76	24	372	69	372	98	126	0	404
1778696518.133		432	79	23	300	30	302	79	129	0	200
1778696518.182		575	84	24	408	59	410	84	312	0	200
1778696518.229	close]	527	73	21	396	37	397	98	126	0	404
1778696518.278		845	137	28	647	33	651	79	129	0	200
1778696518.326		690	93	28	516	53	520	84	312	0	200
1778696518.373	close]	467	77	18	332	40	335	98	126	0	404
1778696518.421		492	79	25	335	53	337	79	129	0	200
1778696518.469		585	80	25	430	50	431	84	312	0	200
1778696518.518	close]	515	88	23	367	37	370	98	126	0	404
1778696518.565		477	89	25	328	35	329	79	129	0	200
